source_repository,source_head,source_path,source_sha256,bytes,status,source_type,disposition,prime_target,wave,reason
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,app-harvests/awesome-agent-vault-agent-credential-safety.md,6904d3e53b60cf1e7bc5fede70f18dcfe1df562dd6a026996558a279009a4924,5054,Monitor,App Harvest,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/app-harvests/awesome-agent-vault-agent-credential-safety.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,app-harvests/ha-voice-satellite-echo-show-browser-kiosk.md,ef0b2a223e49b399176eee4ae247a6e17fa70dfb7ac76e890984523f81c2ef2b,4541,Candidate,App Harvest,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/app-harvests/ha-voice-satellite-echo-show-browser-kiosk.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,app-harvests/hermes-agent-production-boundaries.md,886d5603364229d8d271f21e68ff7b1af8c904750f67882d9e5c6c588972974b,10404,Monitor,App Harvest,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/app-harvests/hermes-agent-production-boundaries.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,app-harvests/mariushosting-atlas-app-harvest.md,c86b5e6349056126d41654711f4b9ca7908fd0e87ae7de3ab46c5aa8b99a6ebb,7727,Candidate,App Harvest,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/app-harvests/mariushosting-atlas-app-harvest.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,app-harvests/muraqib-homelab-dashboard.md,565e4e7294c0baaa8b33389a734fc9cf9d6e79021a370f4fff12e62ba856b3e4,5608,Monitor,App Harvest,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/app-harvests/muraqib-homelab-dashboard.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,argus-protocol.md,4b0be201cb0ee859c250eb8704c5dc3dee57777907f6c933e9270a34d14b2f46,31706,Active,Protocol,REMODEL,knowledge/atlas-source-compendium.md,P4,Remaining active clean-source meaning is consolidated into the Prime compendium.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,argus-sunrise-intake.md,5933979fb932f4a2cf2b0412e5645ca3b83aaa2be2f29859850d2579bb3ce374,3205,Proposed,Core Doctrine,REMODEL,knowledge/atlas-source-compendium.md,P4,Remaining active clean-source meaning is consolidated into the Prime compendium.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,argus-v0-1-source-registry.md,5ce5eda6a801c77fb2ae531c194ddaace321af82e12ab36120f4247e408c31ab,10156,Active,Register,REMODEL,governance/source-lifecycle.md,P1,Source lifecycle meaning is consolidated into Prime governance.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis-agent-credential-rules.md,7b25ae62f731d4fb656e5533ae9561dfebeb1312af3b79d9ef983c16bf4ab42b,7166,Draft,Core Doctrine,EXCLUDE,,EXCLUDE,Private or protected-domain detail is not admitted to Prime clean source.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis-atlas-agent-rules-layer.md,f7eee7ab7ed8b97827a02c6a53f1973cb77412cf1d249a125e036021ee52c9e6,7121,Backlog,Support,REMODEL,knowledge/atlas-source-compendium.md,P4,Remaining active clean-source meaning is consolidated into the Prime compendium.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis-crucible-research-notes.md,1573b0a38e5adc391ddbd0b8d8a0ed6b2089fdce582309fab42629210665161d,11744,Backlog,Support,REMODEL,knowledge/atlas-source-compendium.md,P4,Remaining active clean-source meaning is consolidated into the Prime compendium.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis-hermes-minimal-bridge.md,422ec4b20509660ed78259b07d1d9c9aedbe8ec43fcbec4d2d69f6decc848045,5504,Backlog,Support,REMODEL,knowledge/atlas-source-compendium.md,P4,Remaining active clean-source meaning is consolidated into the Prime compendium.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/artemis-runtime-stack.md,0bb8aeafe1c049567b9d8500803dca16c55d9a58af125197a488a9979a9dccbe,9300,Active,Support,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/hermes-agents/hermes-archivist.md,5a8b03de1f19d88e9eced7d50877806c576ad405f35fda6a40f3205a40df80d8,1866,Active,Support,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/hermes-agents/hermes-default.md,9a01459e4013e0e6ee5340e01f32ae890a6cb06e7a1493774a7c4adf645c6276,4177,Active,Support,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/hermes-agents/hermes-executor-disabled.md,e1bfb4a9c9e4f1a500a2dd7923fb7196ba242e5660411b478fe5f1b3b4258d5b,1394,Disabled,Support,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/hermes-agents/hermes-librarian.md,7c06369fd0e461e27f095df0e33286b340570c6549d9d62094ab372efcc37d48,1381,Active,Support,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/hermes-agents/hermes-scribe.md,479c14976b23ff41ac4ce5156a4977e49c42a82bb0685e483bcc2ef2935d4456,1327,Active,Support,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/hermes-agents/hermes-verifier.md,ea5288a037634747c022a75ad3cc2c5044333a525c210cafda1c9eba1caf542b,1910,Active,Support,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/athena-dispatch-packet-template.md,cbb0ceb56bc2ee3ff7afadd51d3037799e0f39645329867328aabf9e36bb25b0,1832,Pilot,Template,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/athena-return-packet-template.md,774f2f1debb797b9ec8c1a4fc5fddfa45b4ddca0a5709425c9afd7ebaefd1c33,1616,Pilot,Template,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/daily-alignment-packet-template.md,7f2683ba6fb62a3280bafffd7c7184439401ebc805215d83ab0a5e7bd61e6a38,1641,Pilot,Template,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/daily-alignment-protocol.md,7a68999d052c9d0d28fcdc53e7d5263547c3adb189b05da3139cc9aea23a47e4,2255,Pilot,Protocol,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/nexus-overview.md,760f7e4101f052fb209abf386460b2c25bec8c839c9ca254773047de3e27683b,3711,Active,Core Doctrine,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/nexus-packet-schema.yaml,155ee25db641eb8309a40691bb4a835539c3ef2b082f6bab6e4510aee3e5a914,1648,,,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/nexus-routing-policy.md,9f20cbdcb191b2a06fa82afa600e7da6cf1e55db98e67398ad52c7aa239fe87d,5704,Active,Core Doctrine,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/nexus-runtime-failure-log-template.md,f5f9414f5866d380b8ce821a52cc0fbfa50a05cf755b2f42f0fdf60daa39ea14,2501,Pilot,Template,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/nexus-runtime-map.md,c00bff3bba00d21d9dadb67ab0adf17f6662534b716640dbe453ad30f3e469d1,3457,Design,Support,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/nexus-runtime-permissions.md,6280d3a9d6978a437131de59834740c33ff4930fd254478e86e2995e423e7c8b,3667,Design,Core Doctrine,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/nexus-runtime-phase-0.md,edafeb6c271025483a80dd41a6876c7b09acf91f5222bec8865317b03b5c2f01,4809,Design,Runbook,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/nexus-runtime-test-plan.md,5503166e65bd29f634cc625558c177f6d4be0668be89381e739d1db3422fd3da,4082,Design,Runbook,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/nexus/task-return-packet-template.md,b82ad8c2da1630d5f6400de7da451c6858820a2e5537c09e9e973d44660f6c28,1343,Pilot,Template,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,artemis/soul/artemis-soul.md,f5a709b533079e221a0c70b4220704dc6e1f029b558d90e236a211fcca07cae8,5255,Active,Core Doctrine,REMODEL,operations/artemis-runtime-and-routing.md,P2,"Artemis, Hermes, and Nexus meaning is consolidated into one Prime-native operation source."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,athenas-spear.md,a4b4b21983f1435249f3892e1395cc82b928f7ca5b357f139791265c82f17a78,14347,Active,Core Doctrine,REMODEL,knowledge/atlas-source-compendium.md,P4,Remaining active clean-source meaning is consolidated into the Prime compendium.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-aegis.md,c3e06173becb6e64feab7cd2699938106b07b7ac7a5f646c84770e6f881aa75c,17454,Active,Core Doctrine,REMODEL,safety/atlas-safety-doctrine.md,P0,Safety doctrine is consolidated and Prime-native.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-command-surface-dashboard.md,5787ac9f562681f4706e2938e3e62335732b3c1e5c81b0f832efd101778c89b0,19779,Working,Support,REMODEL,routing/command-surfaces.md,P1,Routing and command meaning is consolidated into Prime's command surface.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-command-surface.md,06652522cfc5368f2a02b472812daf641d831bf32d480fb6c0a45bd889ab8e61,34269,Active,Core Doctrine,REMODEL,routing/command-surfaces.md,P1,Routing and command meaning is consolidated into Prime's command surface.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-decision-boxes-goddess-mode-standard.md,dede8270dec5c7258e8a51939da3cea26ec4fdbf59283437bae9557e6267d647,4895,Active,Core Doctrine,REMODEL,safety/atlas-safety-doctrine.md,P0,Safety doctrine is consolidated and Prime-native.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-index.md,68a8375fd37c7e34394710d96efce44fa382951b45fc0678ef8ec748e02b2510,43296,Active,Support,REMODEL,routing/command-surfaces.md,P1,Routing and command meaning is consolidated into Prime's command surface.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-memory-governance.md,9259de64ec304cd74f979a6459887ca9dd426c863f8a766396a684ba0f558172,16266,Active,Runbook,REMODEL,knowledge/atlas-source-compendium.md,P4,Remaining active clean-source meaning is consolidated into the Prime compendium.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-prime-addenda/2026-06-09-prometheus-forge-hermes-realignment.md,95f8a8bd9ad542896703e4fa03399e7f97a0b1a72387998124476bee51243116,3231,Active,Support,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/atlas-prime-addenda/2026-06-09-prometheus-forge-hermes-realignment.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-prime-addenda/icarus-solar-arcs-pointer.md,e3f8eb4210a27e5a2f2dc603971e9f0f83b9be805d252f14daef8b90f6a0ead5,620,Active,Support,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/atlas-prime-addenda/icarus-solar-arcs-pointer.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-prime-addenda/nexus-runtime-phase-0-routing.md,12b39ec3d655c329b44127f1556c6ca1a669f0aff829be9819dcfcbea34d5bea,1201,Active,Support,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/atlas-prime-addenda/nexus-runtime-phase-0-routing.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-prime-addenda/nexus-soul-foundation-routing.md,941dcb28aa05be51460a148aa13b46e8d29be36e43264238e1dc092ff5e3dfb5,2765,Active,Support,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/atlas-prime-addenda/nexus-soul-foundation-routing.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-prime-addenda/spark-catalog-routing.md,7eb7399cb704953ccfb48a2a4bd5a69534da8b049b6f84a416fe28ad0cf7a7ab,3160,Active,Support,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/atlas-prime-addenda/spark-catalog-routing.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-prime.md,0fc27416a45ba4510f0e36bf0c51e093aa486ea72c3b81ffefa34da42fd5c8b6,9754,Active,Core Doctrine,REMODEL,atlas-prime.md,P0,Prime already contains the reviewed Prime-native successor.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-project-instructions.md,5c11dff098e829580717741ff6eefe24b3c4e364fff530f0740b07c0416c4383,21541,Active,Core Doctrine,REMODEL,knowledge/atlas-source-compendium.md,P4,Remaining active clean-source meaning is consolidated into the Prime compendium.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-protocol-registry.md,7b472a2bc3e705b56f2c2c3533b4d98bf16606379e5024b28a2de8de239edc46,26455,Active,Register,REMODEL,routing/command-surfaces.md,P1,Routing and command meaning is consolidated into Prime's command surface.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-start-here.md,ae6df1210795836c9bd50a6f0b975e91517b20efb535e58f1468e187f5b1817a,22171,Active,Boot,REMODEL,atlas-start-here.md,P0,Prime already contains the reviewed Prime-native successor.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-sword.md,92c9e49b1abee41bcf3fdc3e22b5332f20af79810d94f798bce9f06888ed4f11,9250,Active,Core Doctrine,REMODEL,knowledge/atlas-source-compendium.md,P4,Remaining active clean-source meaning is consolidated into the Prime compendium.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-tool-lifecycle.md,8a5dc63276c889cac12d29372d9203e59644578271dc18d1a629bdc071db9357,17365,Active,Runbook,REMODEL,governance/source-lifecycle.md,P1,Source lifecycle meaning is consolidated into Prime governance.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,atlas-vault-map.md,44edefc7ac2ff74a29471d4d1f53ac3c3a14d5958a211a8d962bce91b81db63b,9840,Active,Core Doctrine,REMODEL,knowledge/atlas-source-compendium.md,P4,Remaining active clean-source meaning is consolidated into the Prime compendium.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,beacon-espcontrol-pilot.md,e73cab0dec67b7a7f2c2bfa6eca353f5a7b5322359480b8c76434a16c7020b9e,5059,Backlog,Support,REMODEL,knowledge/atlas-source-compendium.md,P4,Remaining active clean-source meaning is consolidated into the Prime compendium.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,bootstrap.md,7cc18e9f5113d65c4c82d8e471284c8c1f145bc83413d5331c0e44f4e74732c8,6192,Active,Boot,REMODEL,bootstrap.md,P0,Prime already contains the reviewed Prime-native successor.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,brainstorming/2026-05-30-prometheus-vulcan-gpu-agent-brainstorm.md,914864f1aa29c441c461de0fc2ba4867f66c14aaa411523f41a0258482c0ef82,8443,Idea,Brainstorm,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/brainstorming/2026-05-30-prometheus-vulcan-gpu-agent-brainstorm.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,brainstorming/README.md,60ca40b2875e7b30666990feaef620035c1177f5084263d89ed88cca8cd5c5f1,1876,Reviewed,Brainstorm,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/brainstorming/README.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,changelog-addenda/2026-06-04-chiron-grand-rounds.md,24d9d6b7fbb3323373702e59fd511bf9e232384ef74a46eebf9e4b34f8bdcc00,2237,Historical,Changelog,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/changelog-addenda/2026-06-04-chiron-grand-rounds.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,changelog-addenda/2026-06-09-prometheus-forge-hermes-realignment-closeout.md,66c169bd8c3b85b570de2a5001b5e874911dac7e1ab7c820fb9bd88297ca3c24,4397,Completed,Changelog Addendum,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/changelog-addenda/2026-06-09-prometheus-forge-hermes-realignment-closeout.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,changelog.md,2abcbd906fe55bbfc666782e05c9607e40a48c31b6679c97860476225085423c,34492,Active,Changelog,REMODEL,knowledge/atlas-source-compendium.md,P4,Remaining active clean-source meaning is consolidated into the Prime compendium.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,changelog/2026-05-29-atlas-project-instructions-reference.md,4542d087246380c1355e2464c8d5f300f09fc0cefb1682576e3c7bcafeb7c59c,1302,Historical,Changelog,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/changelog/2026-05-29-atlas-project-instructions-reference.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,changelog/2026-05-29-atlas-start-here-operations-propagation-rev1.md,55635c6f609971bff199d64baca5d4b4afb6038466ceaf136fedc941f5748be9,2380,Historical,Changelog,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/changelog/2026-05-29-atlas-start-here-operations-propagation-rev1.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,changelog/2026-05-29-command-surface-next-move-tightening-rev1.md,240227c145e60af1fed975a95fd52ea644935efc3c83d7a4a039cd04b4acf660,1685,Historical,Changelog,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/changelog/2026-05-29-command-surface-next-move-tightening-rev1.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
